index,Sample,index_laser,index_sample,Spot Size (µm),Time (s),29Si,29Si 2sigma,31P,31P 2sigma,49Ti,49Ti 2sigma,89Y,89Y 2sigma,90Zr,90Zr 2sigma,91Zr,91Zr 2sigma,140Ce,140Ce 2sigma,146Nd,146Nd 2sigma,147Sm,147Sm 2sigma,151Eu,151Eu 2sigma,157Gd,157Gd 2sigma,159Tb,159Tb 2sigma,163Dy,163Dy 2sigma,165Ho,165Ho 2sigma,167Er,167Er 2sigma,169Tm,169Tm 2sigma,172Yb,172Yb 2sigma,175Lu,175Lu 2sigma,202Hg,202Hg 2sigma,204Pb,204Pb 2sigma,206Pb,206Pb 2sigma,207Pb,207Pb 2sigma,208Pb,208Pb 2sigma,232Th,232Th 2sigma,238U,238U 2sigma,206Pb/238U,206Pb/238U 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,207Pb/235U(calc),207Pb/235U(calc) 2sigma,208Pb/206Pb,208Pb/206Pb 2sigma,238U/206Pb,238U/206Pb 2sigma,Rho: 207/206 vs 238/206,206Pb/238U Age (Ma),206Pb/238U Age (Ma) 2sigma,207Pb/206Pb Age (Ma),207Pb/206Pb Age (Ma) 2sigma,207Pb/235U(calc) Age (Ma),207Pb/235U(calc) Age (Ma) 2sigma,238U/206Pb Age (Ma),238U/206Pb Age (Ma) 2sigma,Discordance (%),empty,238U/206Pb,238U/206Pb 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,Rho: 207/206 vs 238/206,C,O,207Pb/235U(calc) Age (Ma),206Pb/238U Age (Ma),Time (s)
217,91500_30 µm - 28,472,425,30,25,125643.9854,7525.115264,17.11276021,9.172277744,4.515169456,0.525615109,114.0334616,11.30878442,433394.9208,42962.55546,431400,41183.65321,2.13831885,0.104088792,0.127802989,0.036114208,0.380492944,0.065645534,0.172402984,0.030174537,1.850470539,0.151651626,0.637537374,0.065760051,8.798641583,0.436030484,3.686849694,0.342421834,20.71024787,0.986335146,4.865111115,0.454073227,50.64767776,2.094114043,10.32441361,0.463223827,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.761,0.853116859,40.83234343,3.948700321,3.747330609,0.373234223,2.21158192,0.215272771,21.18237833,2.166904756,63.52629591,6.65361578,0.17980444,0.002082617,0.074065218,0.002495976,1.842936351,0.060780124,0.133231358,0.015124598,5.565541087,0.059796036,0.296776923,1065.902885,12.34601002,1042.344815,35.12670707,1060.910385,34.98887238,1065.206789,11.44455552,-0.470586456,,5.565541087,0.059796036,0.074065218,0.002495976,0.296776923,,,1060.910385,1065.902885,25
218,91500_16 µm - 27,473,426,16,25,123916.5353,8527.626785,<36.546,20.22928396,4.677201213,1.059845488,179.7504219,18.57944156,430566.4759,43610.1833,431400,41183.65321,1.918164905,0.167341406,0.294864516,0.108763281,0.595435115,0.168529402,0.374341301,0.079471872,3.399187641,0.393377198,1.123271303,0.137711493,13.89035423,1.075667665,6.092036812,0.619471459,33.03891498,2.008244594,7.677649082,0.791437466,75.37015388,4.117685807,15.35393371,0.88690489,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.291,3.958676335,38.19983816,3.925374887,3.457340769,0.386126548,2.361724325,0.253956365,21.93314174,2.313042517,56.50472657,6.134297068,0.181034365,0.003751598,0.07313981,0.003882335,1.831887161,0.109815491,0.152376799,0.018124841,5.534591546,0.102360548,0.286675073,1072.619632,22.22803058,1016.925339,53.97942346,1056.956367,63.36098904,1070.694991,19.80217067,-1.481921685,,5.534591546,0.102360548,0.07313981,0.003882335,0.286675073,,,1056.956367,1072.619632,25
219,91500_16 µm - 28,474,427,16,23.43,124174.3791,8522.819358,<37.671,12.03040098,3.861866609,0.903593118,184.6609916,19.17050819,431805.8824,43701.45441,431400,41187.28028,1.758793442,0.13818458,0.304594905,0.10620143,0.623336343,0.166047896,0.407770187,0.084798156,3.396547396,0.400867272,1.165056436,0.140788877,15.36346639,1.103280018,6.01114132,0.626681835,33.98905888,2.14991668,7.518735109,0.776816643,77.04008793,4.273329772,16.08707323,0.929808631,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.665,3.618585959,38.47849624,3.89089065,3.573887211,0.402759791,2.298104306,0.254520921,22.73503638,2.409037519,57.7925459,6.267163526,0.179325329,0.003804867,0.075175089,0.004046502,1.864022919,0.114030401,0.147110184,0.017671363,5.588093332,0.104826106,0.287430365,1063.284513,22.56042582,1072.290391,57.71892589,1068.41387,65.3595302,1061.243041,19.90768023,0.48009088,,5.588093332,0.104826106,0.075175089,0.004046502,0.287430365,,,1068.41387,1063.284513,23.43
220,Z_GJ1,475,428,30,25,134827.0834,9647.18596,31.06257799,11.92735917,3.193004716,0.496853127,193.3438142,12.96433076,441918.1992,26603.48271,431400,24689.38289,13.32530326,0.790202991,0.464278259,0.069501968,1.154169172,0.134042445,0.762095798,0.072387003,5.020347052,0.429561718,1.464430333,0.111952742,15.5252287,1.146823667,5.196919656,0.403761564,23.77645316,1.969266396,5.062932862,0.380048751,46.79802403,3.067057045,10.008843,0.677884562,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.241,1.052563872,90.54146404,5.959063061,5.992071103,0.410115834,0.397136854,0.034871173,7.657344026,0.375412456,240.3842611,13.04994189,0.097860572,0.000876991,0.060565979,0.001314662,0.820285395,0.017987145,0.01177475,0.001303205,10.2200239,0.080258593,0.229237002,601.856969,5.39362489,622.892879,13.52068274,608.2077309,13.33672489,601.7780387,4.725806847,1.044176459,,10.2200239,0.080258593,0.060565979,0.001314662,0.229237002,,,608.2077309,601.856969,25
221,Z_GJ1,476,429,30,25,134637.0401,9589.46616,33.96656444,12.33130281,2.860233906,0.455748247,192.7772928,12.92548198,436086.1522,26312.53175,431400,24689.38289,13.16159466,0.78595493,0.381262977,0.068639622,1.12296449,0.131132541,0.755888173,0.071830475,5.321083079,0.456019035,1.453231656,0.109050049,15.2860983,1.141323351,5.302867992,0.413641364,23.25173661,1.936121411,4.906393768,0.368092846,46.8576362,3.073721133,9.894383411,0.66989132,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.335,1.131486138,90.46407032,5.956984274,5.904139887,0.404910538,0.398155666,0.033638626,7.608126919,0.367777766,239.6509825,13.01240397,0.097945618,0.000877753,0.059731397,0.001296546,0.809028806,0.017740312,0.01182829,0.001309131,10.21198129,0.080195434,-0.042971927,602.3563258,5.398099946,592.8908152,12.86944976,601.9091375,13.19860989,602.2305142,4.729360171,-0.074295,,10.21198129,0.080195434,0.059731397,0.001296546,-0.042971927,,,601.9091375,602.3563258,25
222,Z_GJ1,477,430,16,25,149748.5556,11023.96597,<46.644,20.07383943,2.407470124,0.760718244,191.0864443,13.0808748,439542.4999,26733.52565,431400,24689.38289,12.55525986,0.819854963,0.387184699,0.133431189,0.808153386,0.203450176,0.736328143,0.113416545,4.694944168,0.541950026,1.389504152,0.129510055,15.36213473,1.424414645,5.076531693,0.463436143,23.99616942,2.297292451,5.063018111,0.430633134,47.36072659,3.392451655,10.04413748,0.729264977,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.779,5.105871066,104.938955,7.205765914,7.214675589,0.566546721,0.41611423,0.055500842,7.181658869,0.383592815,256.1986113,14.05720303,0.098202682,0.001444545,0.06292352,0.002703391,0.854880271,0.032072488,0.010644687,0.001178132,10.1935964,0.126834497,0.033051727,603.8654545,8.882762416,704.6973319,30.27599928,627.3241989,23.53528178,603.2674052,7.506194581,3.739492973,,10.1935964,0.126834497,0.06292352,0.002703391,0.033051727,,,627.3241989,603.8654545,25
223,Z_GJ1,478,431,16,25,151382.1882,11245.90776,<52.035,19.60312031,2.922989377,0.964848311,193.1591328,13.17724922,438639.2506,26708.90878,431400,24689.38289,12.74713469,0.808445593,0.421289985,0.127336439,0.98553342,0.212177781,0.629912674,0.108493563,5.083200835,0.572752972,1.437910628,0.130799531,15.18929882,1.346734858,4.767099039,0.432845762,23.71855731,2.169443301,5.087590961,0.436864592,46.8568735,3.412574735,10.12764309,0.747273172,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.588,7.274188886,105.3587613,7.069724145,6.877730057,0.536952107,0.487021034,0.056084871,7.275561657,0.384947721,256.1768468,14.01198773,0.098208591,0.001444632,0.05975309,0.001297017,0.809501301,0.030370008,0.012410836,0.001373606,10.19400038,0.126839524,-0.069972888,603.9001365,8.883272582,593.6778784,12.88653397,602.1743074,22.59173491,603.2445829,7.505910613,-0.286599601,,10.19400038,0.126839524,0.05975309,0.001297017,-0.069972888,,,602.1743074,603.9001365,25
224,G_GSD_1G,479,432,30,25,268909.0466,33429.82222,978.629287,304.1732353,7661.365942,946.5996349,43.18144239,5.298975634,42.85443066,5.156759309,42,5.179535404,42.35925412,5.014265829,44.80097885,5.347911709,49.18857801,6.104364632,41.63993132,5.197417216,50.67731499,6.395165373,48.25774365,5.904189687,53.51483596,6.681559476,50.6226287,6.421215275,40.84573779,5.381430077,51.03910492,6.394170418,51.21287579,6.268698636,52.44231618,6.369993544,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,44.43836375,6.025821687,54.11802988,6.574627788,48.15442524,5.870174062,49.70124303,6.013882306,44.73146579,5.051817858,41.92602922,4.860139261,0.335163533,0.005289939,0.814422098,0.02011462,37.77206806,0.974240291,2.465227219,0.275022397,2.990797059,0.04335327,0.296432365,1863.35463,29.40962334,4946.536575,122.1696997,3713.967212,95.79291482,1859.46918,26.95404193,49.82845773,,2.990797059,0.04335327,0.814422098,0.02011462,0.296432365,,,3713.967212,1863.35463,25
225,G_GSD_1G,480,433,16,25,289204.4955,42795.14454,1062.505464,346.5694044,7605.711002,1106.983265,41.08508123,6.168885554,41.00404233,6.012945812,42,6.546163891,41.84928634,6.206804807,43.79152648,6.506420531,46.94665735,7.056601891,40.24254899,5.841539619,48.46669072,7.208702605,46.83552004,6.544701862,52.29612537,7.607312198,47.51972373,6.881544448,38.58488359,5.908802836,49.03552578,7.00085854,48.87125842,7.046025528,50.85838369,7.092518032,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,46.28830306,10.99188783,60.10576342,8.361849617,52.05867021,7.271518749,54.93246171,7.614193582,43.33167428,5.706386919,43.69372031,5.868987721,0.329039985,0.009196706,0.791968957,0.024629278,35.97318885,1.550544479,2.447737103,0.275865957,3.064907561,0.079452419,0.395608012,1833.721105,51.25272147,4906.728174,152.5933183,3665.729334,158.0031285,1820.291507,47.18790366,49.97663662,,3.064907561,0.079452419,0.791968957,0.024629278,0.395608012,,,3665.729334,1833.721105,25
226,G_NIST610_Jochum,481,434,30,25,316223.1464,25547.20176,389.0858068,114.7414697,450.2307312,35.80971894,465.1727523,35.95820995,445.0500121,31.95615666,448,31.17691454,450.0350822,31.64246403,426.8712521,30.14787371,451.9406145,35.3505772,444.7142412,35.94865738,447.7968959,36.58580033,435.9413019,33.77829125,437.4594052,34.71522728,452.6074173,38.07566708,452.1231086,40.18134912,437.915201,35.76532282,449.5168044,33.6642992,443.5493171,33.56960973,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,414.4345466,29.35850725,412.3465373,31.39208405,412.5612802,31.6445981,412.8074429,31.15190481,456.6621734,28.19371569,450.4335687,30.23414859,0.237445278,0.00333427,0.916241503,0.020678074,30.09669259,0.74037296,2.688624221,0.299110517,4.22053004,0.056479695,0.109501048,1373.397813,19.28561999,5113.515898,115.4037013,3489.975074,85.85272839,1370.749766,18.34355603,60.64734608,,4.22053004,0.056479695,0.916241503,0.020678074,0.109501048,,,3489.975074,1373.397813,25
227,G_NIST610_Jochum,482,435,16,25,338915.8056,27380.50824,330.3620362,97.42381992,468.3487464,37.25076014,468.9893415,36.25323523,446.484399,32.05915069,448,31.17691454,466.5953266,32.80683312,439.6894527,31.05316188,461.2574158,36.07933291,453.6739176,36.67291648,455.6556441,37.22787399,441.9942986,34.24729909,436.9679647,34.67622831,452.3919173,38.05753811,463.6531288,41.20605181,439.9676149,35.93294716,455.5219889,34.11402727,442.2388955,33.47043171,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,435.5529174,30.8545308,444.5008873,33.8400058,444.1721886,34.06924274,444.9454579,33.5771527,460.8621012,28.45301365,477.3549994,32.04117762,0.221579086,0.005016123,0.91530315,0.02213724,27.90670138,1.137667494,2.68928975,0.299741254,4.540698914,0.097419791,-0.019814311,1290.209415,29.20785067,5112.068642,123.6389178,3415.823654,139.2522708,1283.088407,27.52840633,62.22845365,,4.540698914,0.097419791,0.91530315,0.02213724,-0.019814311,,,3415.823654,1290.209415,25
228,Z_Plesovice,525,472,30,25,135285.0481,9732.307467,395.4021872,116.1404477,68.41162467,5.064853012,465.3180938,31.19475251,435158.7863,26248.75617,431400,24676.41845,1.859655433,0.123299531,1.567235829,0.149143968,2.932916987,0.268492955,0.765004279,0.072655837,11.99998546,0.921320096,4.427774722,0.305039506,49.30113405,3.523953135,13.47183588,1.0188076,51.31007558,4.198256278,8.499138552,0.625893266,59.49548662,3.892343032,8.225070033,0.550848524,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.341,0.951897508,123.828726,8.201743449,7.153283335,0.493282221,1.655382572,0.116759979,55.95788068,2.664944458,635.900871,34.51690079,0.050676536,0.000539412,0.053014304,0.001559919,0.371341695,0.011073599,0.035909966,0.004097368,19.72775026,0.187217864,0.066786138,318.67284,3.392025043,328.3961134,9.662886135,320.6474538,9.561870631,318.75555,3.025014633,0.61582082,,19.72775026,0.187217864,0.053014304,0.001559919,0.066786138,,,320.6474538,318.67284,25
229,Z_Plesovice,526,473,30,25,134987.7957,9712.136078,268.1629398,78.84530716,55.12536713,4.182239828,331.4551201,22.12109223,439284.8571,26462.07274,431400,24676.41845,1.43074641,0.102238174,1.114482691,0.118589691,1.905818561,0.192849528,0.498011163,0.052659831,8.332337247,0.658517904,3.024161154,0.213476137,34.70232389,2.491781107,9.756105548,0.750916924,37.54482578,3.060085334,6.265158674,0.466621718,43.72995328,2.91949391,6.177828589,0.422592015,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.285,3.111752621,93.48826077,6.135769223,5.424415095,0.369717555,1.182862674,0.083801191,40.23569111,1.918528846,469.6130233,25.81772368,0.05201175,0.000713777,0.053254672,0.001558229,0.38333511,0.011232586,0.033991352,0.003917976,19.25493088,0.242005855,0.043487415,326.8598022,4.485618789,338.65171,9.908934542,329.4891365,9.654776851,326.3879457,4.102211237,0.798003337,,19.25493088,0.242005855,0.053254672,0.001558229,0.043487415,,,329.4891365,326.8598022,25
230,Z_Plesovice,527,474,16,25,154097.0641,11521.33037,292.2704083,91.85475257,54.61360113,5.041332887,307.6039574,20.82422378,435649.0146,26469.25669,431400,24677.86505,1.320640952,0.130583577,0.927443272,0.19182046,1.841568844,0.322084345,0.445212116,0.08320991,7.737194981,0.779616163,2.741507948,0.222876187,32.00711386,2.538472492,9.023428534,0.741271632,34.3851058,3.027628205,5.774177402,0.482176566,41.04533714,3.019421537,5.897777641,0.459565319,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.516,3.934732966,94.66949112,6.490395518,5.54853371,0.450799174,1.187150463,0.107793394,36.61997849,1.795286472,420.3544838,23.05949445,0.05407441,0.000949745,0.053788884,0.002560906,0.402086068,0.023382572,0.033680293,0.004278758,18.49502619,0.290637794,-0.072211574,339.4867502,5.962635581,361.2139852,17.19751314,343.1600992,19.95584155,339.4511634,5.33426318,1.070447597,,18.49502619,0.290637794,0.053788884,0.002560906,-0.072211574,,,343.1600992,339.4867502,25
231,Z_Plesovice,528,475,16,25,154185.7143,11567.33866,319.4446103,97.8175981,56.0073172,5.362223549,347.6228505,23.65681165,436084.3324,26491.04967,431400,24676.41845,1.511584697,0.154425094,0.979115234,0.211353525,2.012401346,0.342365966,0.545796413,0.09306165,8.537688801,0.898361946,3.172570464,0.250678259,36.15886773,2.846255005,10.32016857,0.851375513,39.11326817,3.410114674,6.713687603,0.575894469,44.35153004,3.20344764,6.501571633,0.508265871,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.060,3.674541057,106.5272604,7.364937665,6.07508201,0.470881,1.366985919,0.125856694,40.86473249,1.991913841,468.1345815,25.57779466,0.054694725,0.000975895,0.052332661,0.002313747,0.39512247,0.021109533,0.034455807,0.004372662,18.28354462,0.283307598,0.235309032,343.2792917,6.124986692,298.9541964,13.21745226,338.1045344,18.06333307,343.2747977,5.319119481,-1.530519931,,18.28354462,0.283307598,0.052332661,0.002313747,0.235309032,,,338.1045344,343.2792917,25
232,91500_30 µm - 29,529,476,30,25,126036.4414,7592.762628,11.48583935,7.493063762,3.984990686,0.463262735,160.3632758,15.89875216,436265.813,43204.62586,431400,41183.65321,2.50410126,0.106085821,0.216060264,0.043844681,0.478909644,0.071126444,0.265012623,0.039036253,2.578226303,0.179926936,0.948150355,0.094398598,12.39744869,0.609422774,5.169117825,0.47922021,29.34974155,1.302264123,6.811593826,0.635089225,71.21251493,2.764626958,14.56678809,0.65235629,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.438,1.119361834,46.47423912,4.474043829,4.330599935,0.429147028,2.695743741,0.264241168,26.12390044,2.670979665,72.37930619,7.579580954,0.17991553,0.002087583,0.07545739,0.002444938,1.877207126,0.060596123,0.142653794,0.016192361,5.558898265,0.05846123,0.169636215,1066.509844,12.37484954,1079.815516,34.98771245,1073.077347,34.63886661,1066.379985,11.21479157,0.612025142,,5.558898265,0.05846123,0.07545739,0.002444938,0.169636215,,,1073.077347,1066.509844,25
233,91500_30 µm - 30,530,477,30,25,125836.0475,7582.232345,10.80194039,7.279781859,4.0451096,0.484541334,158.3528339,15.70979301,431779.2636,42768.86006,431400,41183.65321,2.50022756,0.108538333,0.229046558,0.045174707,0.482941632,0.073499178,0.27716598,0.04020194,2.723960264,0.186196082,0.92160202,0.092003672,12.52072012,0.576643085,5.138153092,0.474295559,28.85913891,1.259407726,6.791936335,0.630851589,70.39128497,2.781397467,14.35936247,0.635940364,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.250,0.644181872,46.23732596,4.454122951,4.310613362,0.427163524,2.644865778,0.259669974,25.9099314,2.650406907,72.17508824,7.560023036,0.179226541,0.00211486,0.075565482,0.002436304,1.87407653,0.062993617,0.140787624,0.015982638,5.576577372,0.058502528,-0.131592875,1062.744496,12.54030535,1082.687168,34.90688436,1071.97194,36.0323546,1063.263367,11.15443953,0.860791538,,5.576577372,0.058502528,0.075565482,0.002436304,-0.131592875,,,1071.97194,1062.744496,25
234,91500_16 µm - 29,531,478,16,25,124327.2393,8519.749991,<33.751,15.39899988,4.297478601,0.924486953,114.8460077,11.90003946,429237.0601,43487.40489,431400,41183.65321,2.113699089,0.169407567,0.183862606,0.0801892,0.32694123,0.115206047,0.198070312,0.061480155,1.745360407,0.289632032,0.582540315,0.086212714,9.264063117,0.765030409,3.542149849,0.38470239,20.60643232,1.403499406,4.88974888,0.520405386,51.0539611,2.89725232,11.17943817,0.66446338,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.503,1.653717504,40.57010867,4.139791453,3.793828489,0.416190066,2.237921212,0.244393131,21.21013659,2.240461525,61.04664257,6.632294406,0.178119594,0.003616335,0.075828467,0.003769829,1.863492504,0.107502743,0.136006176,0.016368435,5.608921221,0.101779208,0.391647236,1056.690385,21.45382129,1089.651595,54.17227218,1068.225805,61.62472024,1057.608534,19.19131242,1.079867217,,5.608921221,0.101779208,0.075828467,0.003769829,0.391647236,,,1068.225805,1056.690385,25
235,91500_16 µm - 30,532,479,16,25,125711.7167,8532.196703,<39.402,24.97297044,4.1916687,1.092035886,114.2212761,11.83833542,431949.9145,43644.37014,431400,41184.52,2.09389981,0.153253743,0.178461652,0.079709924,0.343169234,0.119152221,0.189285826,0.05243086,1.748296866,0.278805306,0.605768089,0.087088936,8.156336062,0.765897358,3.438689273,0.385961399,20.82084242,1.558093681,4.667502619,0.506407841,51.16930591,2.925508553,10.60029534,0.647747642,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.548,3.562037627,40.16362497,4.091474453,3.782555299,0.411591444,2.18260217,0.237579583,21.14684556,2.236060476,60.74554803,6.57775996,0.178194146,0.003548494,0.076357898,0.003829976,1.876856572,0.108939342,0.1337078,0.015976046,5.614451714,0.102785844,0.243425053,1057.098305,21.05067259,1103.577447,55.35347116,1072.953627,62.27799375,1056.647641,19.34443924,1.477726695,,5.614451714,0.102785844,0.076357898,0.003829976,0.243425053,,,1072.953627,1057.098305,25
236,Z_GJ1,533,480,30,25,134399.9764,9626.784068,26.86325402,10.98327885,3.007807814,0.483431203,192.2794064,12.88115066,438819.8084,26473.04408,431400,24690.82873,13.09356855,0.775538261,0.452087459,0.068982786,1.170099248,0.135188859,0.752585692,0.075962698,5.28283107,0.448523368,1.428796022,0.1048618,15.51340942,1.184991681,5.215683364,0.411396638,24.27525327,2.030431889,4.959819864,0.372086693,47.28603831,3.098439965,10.11874082,0.673300412,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.487,0.785629932,90.76011865,6.003029318,5.865365715,0.400443377,0.39348578,0.032589115,7.667367445,0.372355447,241.4415977,13.09431597,0.09778052,0.000876274,0.059342019,0.001288094,0.801470887,0.017574582,0.011649682,0.001289363,10.22634909,0.080308266,0.392126201,601.3869062,5.389412357,578.6970305,12.5613556,597.658094,13.10539339,601.422663,4.723016056,-0.623903894,,10.22634909,0.080308266,0.059342019,0.001288094,0.392126201,,,597.658094,601.3869062,25
237,Z_GJ1,534,481,30,25,134380.6243,9598.248927,21.17657955,9.25546188,2.905806597,0.494899389,192.2881855,12.90128973,435736.3777,26297.34133,431400,24690.82873,13.22128456,0.792106234,0.406537897,0.064351007,1.147506258,0.13326263,0.687685933,0.067538351,5.214097819,0.434289151,1.409393461,0.103529216,15.37310405,1.135237454,5.270611965,0.410613918,24.39328713,2.012929911,4.86368547,0.365125529,47.03852247,3.090139311,10.0208022,0.666274485,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.576,1.071818244,90.38808714,5.965889913,5.961348574,0.414863361,0.413082868,0.035261258,7.590636835,0.36885871,239.5919463,12.99843854,0.098165856,0.000879727,0.06055872,0.001314504,0.821968533,0.018024053,0.012278037,0.001358908,10.18542522,0.079986887,0.09476853,603.6492839,5.409686969,622.6343358,13.51507073,609.1461775,13.35730306,603.7294,4.74113103,0.902393192,,10.18542522,0.079986887,0.06055872,0.001314504,0.09476853,,,609.1461775,603.6492839,25
238,Z_GJ1,535,482,16,25,150886.3004,11184.98558,61.47381292,34.26091383,2.821310164,0.919828352,192.7604997,13.17069973,439251.8556,26916.03147,431400,24690.82873,12.77276675,0.81222625,0.258188147,0.105152472,1.083054676,0.252043613,0.660229711,0.105579582,5.104270086,0.576594831,1.487629514,0.14078188,14.47233362,1.28701677,5.21827427,0.456976327,25.59369706,2.404096338,4.873038647,0.417021112,47.03498537,3.366275317,10.14600386,0.757524725,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.859,3.40624602,107.2159396,7.22485525,7.040223695,0.518362785,0.415434508,0.057518888,7.293104057,0.392709475,260.4977637,14.22899157,0.098812263,0.001453512,0.060294972,0.001308779,0.822796742,0.030868813,0.010409368,0.001152087,10.1175545,0.125888341,0.172508119,607.4426726,8.93538271,613.212578,13.31055948,609.6076336,22.87061053,607.5943252,7.56003257,0.355140066,,10.1175545,0.125888341,0.060294972,0.001308779,0.172508119,,,609.6076336,607.4426726,25
239,Z_GJ1,536,483,16,25,152211.5732,11170.67782,<57.742,33.06651257,3.113314555,0.960400094,193.0817039,13.19823711,438036.9855,26771.34205,431400,24689.38289,12.52758089,0.790259963,0.266072376,0.111954822,0.964033305,0.228485363,0.663830744,0.11344979,5.230504051,0.58586766,1.40086264,0.128429853,15.02585106,1.325228619,5.333712422,0.4910704,23.83923672,2.211905808,5.097502818,0.433031563,48.08509885,3.479160196,10.08717154,0.74584117,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.882,4.576622352,105.6458932,7.099533142,6.956767932,0.521081434,0.440231044,0.0531586,7.436993365,0.406657757,261.0426274,14.27299614,0.096965837,0.001426352,0.060464223,0.001312453,0.811469979,0.030443867,0.011193041,0.001238823,10.3149907,0.128344954,0.244017455,596.6011434,8.775905583,619.265093,13.44193703,603.2784108,22.63315749,596.4862282,7.421819338,1.106830165,,10.3149907,0.128344954,0.060464223,0.001312453,0.244017455,,,603.2784108,596.6011434,25
240,G_GSD_1G,537,484,30,25,272380.8281,34257.53746,989.7670694,307.9226823,7819.327679,980.354228,43.20887295,5.413536911,43.51755808,5.415430886,42,5.196397191,43.50382603,5.224160304,46.24755794,5.554765258,50.38575988,6.334483724,43.08233309,5.429387244,52.57390844,6.644720985,50.08370822,6.140245883,54.46237761,6.812101876,52.21477499,6.633624208,42.62290093,5.639829353,53.13132257,6.663478408,52.99786844,6.493607561,55.23611841,6.716869953,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,48.76106581,6.516733037,56.17987593,6.839348301,49.2008642,6.012988115,50.97940865,6.178672642,45.1930699,5.113765417,43.18809485,5.015510205,0.336433012,0.005165623,0.80722991,0.020081539,37.57269384,1.00163929,2.448157773,0.273264802,2.971407182,0.041334456,0.055339193,1869.480981,28.70417907,4933.913597,122.7414635,3708.732425,98.86999661,1870.001287,26.01309095,49.59245461,,2.971407182,0.041334456,0.80722991,0.020081539,0.055339193,,,3708.732425,1869.480981,25
241,G_GSD_1G,538,485,16,25,298584.6477,56582.92263,1164.997515,417.9133537,7693.624971,1610.184428,41.62980708,9.053935068,42.14075917,9.284304508,42,6.604345293,42.82712575,9.724235793,44.48801149,8.409947752,48.83008726,9.198804248,41.49211446,7.363818944,51.9667942,10.0102685,48.36452526,7.604296961,53.47032791,8.787914562,49.38869868,8.072073532,42.09640708,6.83771891,50.25831733,7.56449685,51.91406056,8.00792909,53.09322278,7.588527063,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,46.43882234,11.04009835,62.02430302,8.708522724,55.21503492,7.912896637,56.8302225,8.19336088,45.90150801,6.734930064,45.643865,7.041022399,0.323456723,0.008595121,0.817446818,0.026707726,36.48320454,1.591381791,2.464568796,0.277930872,3.105892773,0.077952544,0.416368514,1806.582931,48.00579967,4951.809874,161.7861622,3679.640012,160.5043248,1799.330469,45.16008711,50.90326975,,3.105892773,0.077952544,0.817446818,0.026707726,0.416368514,,,3679.640012,1806.582931,25
